gene_id,chrom,pos,gene_name
ENSG00000092295.12,chr14,24256773,TGM1
ENSG00000100949.15,chr14,24268574,RABGGTA
ENSG00000286825.1,chr14,24275408,AL096870.6
ENSG00000288044.1,chr14,24285030,AL096870.8
ENSG00000157379.14,chr14,24295189,DHRS1
ENSG00000196943.14,chr14,24304487,NOP9
ENSG00000136305.11,chr14,24308263,CIDEB
ENSG00000213906.10,chr14,24308894,LTB4R2
ENSG00000213903.9,chr14,24314743,LTB4R
ENSG00000129467.14,chr14,24326721,ADCY4
ENSG00000258973.1,chr14,24334846,AL096870.1
ENSG00000129465.16,chr14,24338024,RIPK3
ENSG00000283290.1,chr14,24352107,U6
ENSG00000100968.14,chr14,24372638,NFATC4
ENSG00000205978.6,chr14,24409143,NYNRIN
ENSG00000139899.11,chr14,24428750,CBLN3
ENSG00000100441.10,chr14,24435564,KHNYN
ENSG00000100445.17,chr14,24441336,SDR39U1
ENSG00000258744.2,chr14,24475852,AL132800.1
ENSG00000092009.10,chr14,24506809,CMA1
ENSG00000100448.4,chr14,24574884,CTSG
ENSG00000100450.13,chr14,24608090,GZMH
ENSG00000258657.5,chr14,24626748,AL136018.1
ENSG00000100453.13,chr14,24632610,GZMB
ENSG00000288100.1,chr14,24819271,AL161663.2
ENSG00000287481.1,chr14,24863575,AL161663.1
ENSG00000168952.15,chr14,24929976,STXBP6
ENSG00000258098.2,chr14,25140390,LINC02286
ENSG00000257179.1,chr14,25267200,HMGN2P6
ENSG00000258275.1,chr14,25358226,OR7K1P
ENSG00000257976.1,chr14,25431714,AL079352.1
ENSG00000212270.1,chr14,25806680,AL359396.1
ENSG00000279521.1,chr14,25821554,AL359396.2
ENSG00000257986.3,chr14,25895304,LINC02306
ENSG00000285633.1,chr14,25957410,AL132633.1
ENSG00000257503.1,chr14,26208230,CYB5AP5
ENSG00000139910.20,chr14,26520562,NOVA1
ENSG00000262119.1,chr14,26593632,AL079343.1
ENSG00000257842.6,chr14,26702418,LINC02588
ENSG00000257845.1,chr14,26798801,LINC02294
ENSG00000257185.2,chr14,26822899,LINC02293
ENSG00000286479.1,chr14,26852218,AL132718.1
ENSG00000257612.2,chr14,26895843,MIR4307HG
ENSG00000265165.1,chr14,26908684,MIR4307
ENSG00000258081.4,chr14,26947636,AL110292.1
ENSG00000258932.5,chr14,27552002,AL390334.1
ENSG00000258548.6,chr14,27626106,LINC00645
ENSG00000264657.1,chr14,27633242,MIR3171
ENSG00000197358.9,chr14,28265182,BNIP3P1
ENSG00000257869.1,chr14,28368376,AL139023.1
ENSG00000240179.1,chr14,28490136,RPL26P3
ENSG00000257662.1,chr14,28593849,EIF4A1P12
ENSG00000258175.1,chr14,28602923,LINC02300
ENSG00000258282.2,chr14,28673484,BTF3P2
ENSG00000257126.6,chr14,28745984,FOXG1-AS1
ENSG00000176165.12,chr14,28768532,FOXG1
ENSG00000288617.1,chr14,28778962,AL049777.1
ENSG00000257056.3,chr14,28784354,LINC02282
ENSG00000186960.12,chr14,28797746,LINC01551
ENSG00000257748.2,chr14,28815144,LINC02281
ENSG00000258065.1,chr14,28858042,AL122126.1
ENSG00000258038.6,chr14,28899140,LINC02327
ENSG00000207164.1,chr14,28901292,Y_RNA
ENSG00000257523.3,chr14,28970198,LINC02326
ENSG00000252065.1,chr14,28982356,RNU6-864P
ENSG00000258028.3,chr14,29154648,AL135878.1
ENSG00000257522.7,chr14,29301517,AL133166.1
ENSG00000258107.3,chr14,29413243,AL158058.1
ENSG00000286040.1,chr14,29458158,AL158058.2
ENSG00000212518.1,chr14,29476848,RNU11-5P
ENSG00000257120.1,chr14,29655362,AL356756.1
ENSG00000252686.1,chr14,29811967,RNU6-1234P
ENSG00000184304.16,chr14,29884188,PRKD1
ENSG00000287142.1,chr14,29930600,AL355053.1
ENSG00000257904.1,chr14,29960478,AL133372.3
ENSG00000240201.1,chr14,30055582,AL133372.1
ENSG00000248975.2,chr14,30124720,AL133372.2
ENSG00000279032.1,chr14,30371612,AL079305.1
ENSG00000257636.6,chr14,30505810,G2E3-AS1
ENSG00000278587.1,chr14,30519240,AL117355.1
ENSG00000258350.1,chr14,30541982,SYF2P1
ENSG00000092140.16,chr14,30589611,G2E3
ENSG00000092108.22,chr14,30679992,SCFD1
ENSG00000258648.1,chr14,30683322,UBE2CP1
ENSG00000258558.1,chr14,30778814,AL121852.1
ENSG00000243855.1,chr14,30791294,RPL12P5
ENSG00000240513.1,chr14,30819814,AL049830.2
ENSG00000213867.4,chr14,30821631,AL049830.1
ENSG00000258525.2,chr14,30882994,AL049830.3
ENSG00000100473.18,chr14,30884790,COCH
ENSG00000196792.12,chr14,30960100,STRN3
ENSG00000258886.2,chr14,30964484,HIGD1AP17
ENSG00000207952.1,chr14,31014694,MIR624
ENSG00000258968.2,chr14,31018621,AL049830.4
ENSG00000100478.15,chr14,31078051,AP4S1
ENSG00000258640.3,chr14,31111904,RPL21P5
ENSG00000207440.1,chr14,31142994,RNU6-541P
ENSG00000092148.13,chr14,31153958,HECTD1
ENSG00000202402.1,chr14,31244811,Y_RNA
ENSG00000199291.1,chr14,31258658,Y_RNA
ENSG00000257831.1,chr14,31275684,AL136418.1
ENSG00000283016.1,chr14,31320429,ATP5MC1P2
ENSG00000129493.15,chr14,31356169,HEATR5A
ENSG00000203546.7,chr14,31395876,AL139353.1
ENSG00000250365.7,chr14,31436584,AL139353.2
ENSG00000129480.13,chr14,31451771,DTD2
ENSG00000239323.1,chr14,31463083,AL163973.1
ENSG00000214943.5,chr14,31485457,GPR33
ENSG00000258196.1,chr14,31555928,AL163973.3
ENSG00000257155.1,chr14,31559920,AL163973.2
ENSG00000223087.2,chr14,31662091,RNU6-602P
ENSG00000151413.17,chr14,31675590,NUBPL
ENSG00000207412.1,chr14,31686745,RNU6-455P
ENSG00000257472.1,chr14,31927974,AL355112.1
ENSG00000258474.1,chr14,31947618,LINC02313
ENSG00000275002.1,chr14,31964822,AL352984.2
ENSG00000258386.1,chr14,32012794,AL352984.1
ENSG00000258655.2,chr14,32075870,ARHGAP5-AS1
ENSG00000100852.13,chr14,32117921,ARHGAP5
ENSG00000285608.1,chr14,32153592,AL161665.1
ENSG00000286527.1,chr14,32201084,AL161665.2
ENSG00000201654.1,chr14,32202098,RNU6-7
ENSG00000202337.1,chr14,32203216,RNU6-8
ENSG00000258619.2,chr14,32242308,AL136298.2
ENSG00000259086.3,chr14,32272079,KIAA1143P1
ENSG00000258580.1,chr14,32395656,AL136298.1
ENSG00000278746.1,chr14,32442490,RN7SL660P
ENSG00000259045.1,chr14,32484449,MTCO1P2
ENSG00000151320.11,chr14,32583491,AKAP6
ENSG00000280281.1,chr14,32881038,AL049781.1
ENSG00000151322.20,chr14,33377630,NPAS3
ENSG00000287153.1,chr14,33599023,AL161851.1
ENSG00000287777.1,chr14,33680123,AL161851.2
ENSG00000258897.1,chr14,34049698,EGLN3-AS1
ENSG00000129521.15,chr14,34193500,EGLN3
ENSG00000223593.1,chr14,34417144,AL356806.1
ENSG00000165389.7,chr14,34447514,SPTSSA
ENSG00000237450.5,chr14,34486213,RPL23AP71
ENSG00000129518.9,chr14,34527824,EAPP
ENSG00000279423.1,chr14,34541379,AL445363.3
ENSG00000259002.2,chr14,34544034,AL445363.1
ENSG00000206596.1,chr14,34546796,RNU1-27P
ENSG00000206588.1,chr14,34556308,RNU1-28P
ENSG00000259135.1,chr14,34559036,AL445363.2
ENSG00000240463.1,chr14,34568909,RPS19P3
ENSG00000129515.20,chr14,34595626,SNX6
ENSG00000275978.1,chr14,34659721,Metazoa_SRP
ENSG00000253003.1,chr14,34675942,RNU6-1261P
ENSG00000241582.1,chr14,34694407,RPL23AP8
ENSG00000165410.15,chr14,34711968,CFL2
ENSG00000243824.1,chr14,34740584,RPL12P6
ENSG00000198604.11,chr14,34814189,BAZ1A
ENSG00000251726.1,chr14,34845330,RNU7-41P
ENSG00000258738.1,chr14,34875401,AL121603.2
ENSG00000258493.2,chr14,34920936,AL121603.1
ENSG00000226677.3,chr14,34939828,IGBP1P1
ENSG00000258704.6,chr14,34951695,SRP54-AS1
ENSG00000100883.13,chr14,35005822,SRP54
ENSG00000151327.13,chr14,35079018,FAM177A1
ENSG00000279434.1,chr14,35087047,AL049776.1
ENSG00000092020.11,chr14,35103992,PPP2R3C
ENSG00000241052.1,chr14,35144250,RPL23AP70
ENSG00000259090.1,chr14,35158502,SEPTIN7P1
ENSG00000100890.16,chr14,35199734,PRORP
ENSG00000282625.1,chr14,35219153,MRPL57P8
ENSG00000258790.1,chr14,35220012,AL121594.1
ENSG00000282308.1,chr14,35222460,DPRXP3
ENSG00000256243.2,chr14,35235416,RPL7AP3
ENSG00000240392.1,chr14,35262749,RPL9P3
ENSG00000100902.11,chr14,35298063,PSMA6
ENSG00000258860.1,chr14,35362930,AL133163.2
ENSG00000240023.1,chr14,35388595,AL133163.1
ENSG00000100906.11,chr14,35403131,NFKBIA
ENSG00000259022.2,chr14,35430446,DNAJC8P1
ENSG00000259017.1,chr14,35447314,AL133163.3
ENSG00000259105.1,chr14,35468801,RPS3AP4
ENSG00000258783.1,chr14,35512457,KRT18P6
ENSG00000168348.4,chr14,35535609,INSM2
ENSG00000174373.17,chr14,35673828,RALGAPA1
ENSG00000253059.1,chr14,35756395,AL137818.1
ENSG00000257957.1,chr14,35766452,QRSL1P3
ENSG00000258300.2,chr14,35820028,NUTF2P2
ENSG00000258938.1,chr14,35822994,AL162311.3
ENSG00000257272.1,chr14,35874580,AL162311.1
ENSG00000100916.14,chr14,35879332,BRMS1L
ENSG00000257307.1,chr14,35881355,AL162311.2
ENSG00000257614.1,chr14,35948800,AL133304.1
ENSG00000258342.2,chr14,35983098,AL133304.3
ENSG00000257720.1,chr14,36054755,ILF2P2
ENSG00000257826.1,chr14,36064108,AL133304.2
ENSG00000257585.1,chr14,36117858,LINC00609
ENSG00000259104.2,chr14,36156288,PTCSC3
ENSG00000258844.2,chr14,36224404,AL162511.1
ENSG00000252312.1,chr14,36231664,RN7SKP21
ENSG00000151332.19,chr14,36309600,MBIP
ENSG00000188831.4,chr14,36371774,DPPA3P2
ENSG00000238540.1,chr14,36405244,RNU7-93P
ENSG00000283098.2,chr14,36488458,AL132857.1
ENSG00000229415.10,chr14,36493558,SFTA3
ENSG00000257520.2,chr14,36497178,SFTA3
ENSG00000136352.19,chr14,36518770,NKX2-1
ENSG00000253563.2,chr14,36521147,NKX2-1-AS1
ENSG00000258467.1,chr14,36534022,PHKBP2
ENSG00000243730.2,chr14,36577774,RPL29P3
ENSG00000136327.7,chr14,36581309,NKX2-8
ENSG00000201395.1,chr14,36593993,RN7SKP257
ENSG00000258661.1,chr14,36652942,AL079303.1
ENSG00000198807.13,chr14,36668465,PAX9
ENSG00000258690.1,chr14,36797904,AL162464.2
ENSG00000258601.1,chr14,36818800,AL162464.1
ENSG00000183032.12,chr14,36925264,SLC25A21
ENSG00000266327.1,chr14,36952350,MIR4503
ENSG00000258827.2,chr14,37097812,AL079304.1
ENSG00000258708.1,chr14,37172850,SLC25A21-AS1
ENSG00000252746.1,chr14,37187266,RNU6-273P
ENSG00000151338.18,chr14,37375137,MIPOL1
ENSG00000207046.1,chr14,37434521,RNU6-886P
ENSG00000259087.5,chr14,37561626,AL121790.2
ENSG00000258414.1,chr14,37571586,AL121790.1
ENSG00000129514.8,chr14,37592806,FOXA1
ENSG00000200385.1,chr14,37720493,AL136296.1
ENSG00000139865.16,chr14,37818644,TTC6
ENSG00000201431.1,chr14,37827851,RNU6-1277P
ENSG00000259091.1,chr14,37899216,LINC00517
ENSG00000258696.1,chr14,38003980,AL359233.1
ENSG00000259048.1,chr14,38114284,AL392023.2
ENSG00000258649.1,chr14,38196953,AL392023.1
ENSG00000139874.6,chr14,38210486,SSTR1
ENSG00000176435.7,chr14,38255046,CLEC14A
ENSG00000259072.2,chr14,38313770,AL355835.1
ENSG00000271468.1,chr14,38605676,AL357094.1
ENSG00000258948.2,chr14,38727878,KRT8P1
ENSG00000258680.2,chr14,38835588,AL132994.1
ENSG00000259070.7,chr14,38843214,LINC00639
ENSG00000270713.1,chr14,38973742,AL132994.2
ENSG00000199285.1,chr14,38987332,Y_RNA
ENSG00000100934.15,chr14,39070782,SEC23A
ENSG00000259121.2,chr14,39091001,AL109628.1
ENSG00000258651.1,chr14,39103476,SEC23A-AS1
ENSG00000258591.2,chr14,39108524,PPIAP4
ENSG00000092208.18,chr14,39125598,GEMIN2
ENSG00000285830.1,chr14,39149598,AL109628.2
ENSG00000241984.2,chr14,39157297,RPL7AP2
ENSG00000182400.15,chr14,39159172,TRAPPC6B
ENSG00000259083.1,chr14,39175382,AL132639.3
ENSG00000100941.9,chr14,39179202,PNN
ENSG00000258671.2,chr14,39212018,AL132639.1
ENSG00000270503.1,chr14,39215700,YTHDF2P1
ENSG00000258940.2,chr14,39266382,AL132639.2
ENSG00000150527.17,chr14,39309372,MIA2
ENSG00000271424.1,chr14,39370518,GLRX5P3
ENSG00000259100.1,chr14,39386253,COILP1
ENSG00000165355.7,chr14,39415084,FBXO33
ENSG00000258526.7,chr14,39911573,AL049828.1
ENSG00000286123.1,chr14,40307807,AL049828.2
ENSG00000286099.1,chr14,40767760,AL390800.1
ENSG00000251363.3,chr14,41052001,LINC02315
ENSG00000258385.1,chr14,41297510,AL391516.1
ENSG00000279972.1,chr14,41515161,AL356596.1
ENSG00000258901.2,chr14,41555858,AL121821.3
ENSG00000258636.2,chr14,41594322,AL121821.2
ENSG00000251858.1,chr14,41594527,AL121821.1
ENSG00000258536.1,chr14,41742801,FKBP1BP1
ENSG00000165379.14,chr14,41755712,LRFN5
ENSG00000259149.1,chr14,42264158,AL445074.1
ENSG00000258850.1,chr14,42470730,AL450442.1
ENSG00000258394.1,chr14,42533319,AL442163.1
ENSG00000258505.1,chr14,42609222,AL442163.2
ENSG00000258622.2,chr14,42657840,AL442163.3
ENSG00000258934.1,chr14,42807745,YWHAQP1
ENSG00000259047.1,chr14,42989342,AL163153.1
ENSG00000258406.1,chr14,43275260,TUBBP3
ENSG00000259051.1,chr14,43300429,HNRNPUP1
ENSG00000286464.1,chr14,43311726,AL583809.1
ENSG00000258828.2,chr14,43541354,KRT8P2
ENSG00000258387.1,chr14,43592202,AL358913.1
ENSG00000258894.1,chr14,43595910,ARHGAP16P
ENSG00000259019.1,chr14,44077709,EIF4BP1
ENSG00000259137.1,chr14,44120486,AL109766.1
ENSG00000258969.2,chr14,44188302,LINC02307
ENSG00000259148.1,chr14,44291358,YWHAZP1
ENSG00000259126.1,chr14,44393124,AL161752.1
ENSG00000258487.2,chr14,44462686,LINC02277
ENSG00000189139.6,chr14,44505716,FSCB
ENSG00000258747.2,chr14,44537426,AL356022.1
ENSG00000258998.2,chr14,44772991,LINC02302
ENSG00000259000.1,chr14,44863282,DOCK11P1
ENSG00000258633.1,chr14,44886976,AL049870.2
ENSG00000258509.1,chr14,44887588,AL049870.1
ENSG00000259046.1,chr14,44888798,RRAGAP1
ENSG00000179476.8,chr14,44902266,C14orf28
ENSG00000258949.1,chr14,44905386,AL049870.3
ENSG00000179454.14,chr14,44983323,KLHL28
ENSG00000198718.13,chr14,45018310,TOGARAM1
ENSG00000278147.1,chr14,45080019,AL121809.2
ENSG00000249163.3,chr14,45083511,AL121809.1
ENSG00000212615.1,chr14,45088276,SNORD58
ENSG00000185246.18,chr14,45100194,PRPF39
ENSG00000239043.1,chr14,45110926,SNORD127
ENSG00000100442.11,chr14,45125459,FKBP3
ENSG00000187790.11,chr14,45168410,FANCM
ENSG00000129534.14,chr14,45228365,MIS18BP1
ENSG00000199739.1,chr14,45274418,RNU6-552P
ENSG00000258608.1,chr14,45290211,DNAJC19P9
ENSG00000260046.1,chr14,45370027,AL162632.3
ENSG00000257900.2,chr14,45383277,AL162632.1
ENSG00000258746.2,chr14,45502941,AL162632.2
ENSG00000258845.1,chr14,45568532,AL139354.1
ENSG00000258616.5,chr14,45711101,LINC02303
ENSG00000258700.6,chr14,46196495,LINC00871
ENSG00000165496.5,chr14,46651396,RPL10L
ENSG00000251735.1,chr14,46960484,AL359951.1
ENSG00000258392.1,chr14,46996814,RPA2P1
ENSG00000244053.1,chr14,47200840,RPL13AP2
ENSG00000139915.21,chr14,47257617,MDGA2
ENSG00000214903.4,chr14,47444300,RPS15AP3
ENSG00000263945.1,chr14,47761050,MIR548Y
ENSG00000259129.6,chr14,47780128,LINC00648
ENSG00000259117.1,chr14,47802064,AL121576.1
ENSG00000258639.1,chr14,48045848,AL359212.1
ENSG00000286595.1,chr14,48211195,AL512358.1
ENSG00000287492.1,chr14,48263815,AL512358.2
ENSG00000270359.1,chr14,48319231,AL358335.3
ENSG00000207366.1,chr14,48341279,RNU6-297P
ENSG00000258750.2,chr14,48398842,AL358335.1
ENSG00000258751.2,chr14,48443291,AL358335.2
ENSG00000242417.1,chr14,48490158,RPL18P1
ENSG00000258381.1,chr14,48819476,AL512360.1
ENSG00000258868.1,chr14,49067609,AL110505.1
ENSG00000258401.1,chr14,49374174,ATP5MC2P2
ENSG00000252424.1,chr14,49552690,RNA5SP384
ENSG00000244270.1,chr14,49577593,RPL32P29
ENSG00000213741.11,chr14,49585074,RPS29
ENSG00000276168.1,chr14,49586729,RN7SL1
ENSG00000252919.1,chr14,49592286,Y_RNA
ENSG00000258568.1,chr14,49600283,RHOQP1
ENSG00000278009.1,chr14,49601068,AL139099.3
ENSG00000165501.17,chr14,49606716,LRR1
ENSG00000165502.7,chr14,49619578,RPL36AL
ENSG00000168282.6,chr14,49622140,MGAT2
ENSG00000258377.1,chr14,49622148,AL139099.1
ENSG00000258450.1,chr14,49629590,AL139099.2
ENSG00000165506.15,chr14,49630209,DNAAF2
ENSG00000100479.13,chr14,49665988,POLE2
ENSG00000259155.2,chr14,49677631,STK16P1
ENSG00000258462.2,chr14,49681594,AL591767.2
ENSG00000221114.1,chr14,49684604,RNU6ATAC30P
ENSG00000258400.1,chr14,49708230,AL591767.1
ENSG00000197776.8,chr14,49723128,KLHDC1
ENSG00000165516.11,chr14,49777258,KLHDC2
ENSG00000165525.18,chr14,49817452,NEMF
ENSG00000277634.1,chr14,49839447,Y_RNA
ENSG00000252474.1,chr14,49839776,RNU6-539P
ENSG00000278771.1,chr14,49853765,RN7SL3
ENSG00000274012.1,chr14,49862700,RN7SL2
ENSG00000282885.2,chr14,49862751,AL627171.2
ENSG00000278002.1,chr14,49863726,AL627171.1
ENSG00000165527.7,chr14,49895068,ARF6
ENSG00000251929.1,chr14,49901900,RNU6-189P
ENSG00000274704.1,chr14,49913626,Metazoa_SRP
ENSG00000278038.1,chr14,49966455,MIR6076
ENSG00000214900.11,chr14,50016307,LINC01588
ENSG00000270788.1,chr14,50050852,PDLIM1P1
ENSG00000243038.1,chr14,50053213,AL117692.1
ENSG00000201358.1,chr14,50068720,RN7SKP193
ENSG00000251792.1,chr14,50087032,Y_RNA
ENSG00000100483.14,chr14,50112616,VCPKMT
ENSG00000100485.12,chr14,50174354,SOS2
ENSG00000087299.12,chr14,50274896,L2HGDH
ENSG00000264712.3,chr14,50299900,MIR4504
ENSG00000125375.17,chr14,50323941,DMAC2L
ENSG00000259071.1,chr14,50327218,AL359397.2
ENSG00000100490.10,chr14,50371363,CDKL1
ENSG00000258857.1,chr14,50397679,AL359397.1
ENSG00000259113.1,chr14,50452774,AL118556.1
ENSG00000201573.1,chr14,50468448,Y_RNA
ENSG00000273675.1,chr14,50472180,AL118556.2
ENSG00000012983.11,chr14,50489814,MAP4K5
ENSG00000258577.1,chr14,50572030,SNRPGP1
ENSG00000198513.13,chr14,50583263,ATL1
ENSG00000243103.3,chr14,50637836,RN7SL452P
ENSG00000151748.15,chr14,50650182,SAV1
ENSG00000269906.1,chr14,50662844,AL606834.1
ENSG00000258491.2,chr14,50704927,ZFP64P1
ENSG00000270062.1,chr14,50724024,AL606834.2
ENSG00000100503.26,chr14,50775462,NIN
ENSG00000258843.1,chr14,50822690,AL133485.2
ENSG00000285747.1,chr14,50835031,AL133485.3
ENSG00000252945.1,chr14,50844668,AL133485.1
ENSG00000258687.1,chr14,50856890,AL358334.1
ENSG00000131969.15,chr14,50888512,ABHD12B
ENSG00000100504.17,chr14,50901187,PYGL
ENSG00000258745.1,chr14,50912792,AL358334.3
ENSG00000258711.2,chr14,50959130,AL358334.2
ENSG00000287990.1,chr14,51027000,AL358334.4
ENSG00000100505.13,chr14,51035662,TRIM9
ENSG00000259055.1,chr14,51090122,AL591770.1
ENSG00000201376.1,chr14,51244157,SNORA70
ENSG00000139921.13,chr14,51248908,TMX1
ENSG00000201820.1,chr14,51253978,Y_RNA
ENSG00000258955.2,chr14,51318013,LINC00519
ENSG00000258479.6,chr14,51349312,LINC00640
ENSG00000258942.1,chr14,51365258,AL358332.1
ENSG00000258808.1,chr14,51394632,LINC02310
ENSG00000258893.1,chr14,51436500,SETP2
ENSG00000252400.1,chr14,51522916,RNU6-1291P
ENSG00000258537.5,chr14,51527232,FRMD6-AS2
ENSG00000139926.16,chr14,51609914,FRMD6
ENSG00000277050.1,chr14,51637648,AL122125.1
ENSG00000273888.1,chr14,51650630,FRMD6-AS1
ENSG00000251756.1,chr14,51692806,RNA5SP385
ENSG00000207004.1,chr14,51724156,RNU6-301P
ENSG00000259111.1,chr14,51756837,AL079307.2
ENSG00000258423.1,chr14,51757492,OR7E105P
ENSG00000258550.1,chr14,51763566,OR7E106P
ENSG00000258849.1,chr14,51771938,OR7E159P
ENSG00000259157.1,chr14,51787602,AL079307.3
ENSG00000258535.1,chr14,51795349,AL079307.1
ENSG00000186469.8,chr14,51902768,GNG2
ENSG00000258928.1,chr14,51917358,AL358333.2
ENSG00000259007.1,chr14,51968402,AL358333.3
ENSG00000258854.1,chr14,51984870,AL358333.1
ENSG00000087302.9,chr14,52000104,RTRAF
ENSG00000087303.18,chr14,52037016,NID2
ENSG00000258981.1,chr14,52117798,COX5AP2
ENSG00000258694.1,chr14,52120374,LINC02319
ENSG00000258440.1,chr14,52155960,AL118557.1
ENSG00000168229.4,chr14,52272211,PTGDR
ENSG00000261208.1,chr14,52288032,AL365475.1
ENSG00000125384.7,chr14,52321452,PTGER2
ENSG00000087301.9,chr14,52491559,TXNDC16
ENSG00000180998.12,chr14,52595274,GPR137C
ENSG00000258757.1,chr14,52641202,AL133453.1
ENSG00000197930.13,chr14,52667908,ERO1A
ENSG00000100519.12,chr14,52717884,PSMC6
ENSG00000198252.12,chr14,52752578,STYX
ENSG00000259049.1,chr14,52776488,AL139317.3
ENSG00000100522.10,chr14,52783430,GNPNAT1
ENSG00000258802.1,chr14,52798982,AL139317.2
ENSG00000258698.1,chr14,52806454,AL139317.1
ENSG00000285664.2,chr14,52860970,AL139317.5
ENSG00000271075.1,chr14,52871838,AL139317.4
ENSG00000073712.15,chr14,52904852,FERMT2
ENSG00000288045.1,chr14,52952148,AL352979.4
ENSG00000258503.1,chr14,53012119,AL352979.1
ENSG00000258993.1,chr14,53023326,AL352979.3
ENSG00000258985.1,chr14,53037503,AL352979.2
ENSG00000100523.16,chr14,53095034,DDHD1
ENSG00000258731.1,chr14,53155441,AL356020.1
ENSG00000286730.1,chr14,53378097,AL365295.2
ENSG00000237356.7,chr14,53526375,AL365295.1
ENSG00000225680.1,chr14,53606929,AL163953.1
ENSG00000226132.1,chr14,53613064,RPS3AP46
ENSG00000235269.2,chr14,53768010,LINC02331
ENSG00000231922.1,chr14,53917512,AL138479.1
ENSG00000266431.1,chr14,53948456,MIR5580
ENSG00000125378.16,chr14,53954248,BMP4
ENSG00000287156.1,chr14,53958452,AL138479.2
ENSG00000224004.2,chr14,53991548,ATP5F1CP1
ENSG00000100526.20,chr14,54408534,CDKN3
ENSG00000100528.12,chr14,54432476,CNIH1
ENSG00000258753.1,chr14,54470964,AL359792.1
ENSG00000197045.13,chr14,54481755,GMFB
ENSG00000100532.13,chr14,54524552,CGRRF1
ENSG00000020577.14,chr14,54679716,SAMD4A
ENSG00000285774.3,chr14,54686342,AL133444.1
ENSG00000252019.1,chr14,54859272,RNU6ATAC9P
ENSG00000131979.20,chr14,54872417,GCH1
ENSG00000265432.1,chr14,54878153,MIR4308
ENSG00000258872.2,chr14,54885531,FDPSP3
ENSG00000198554.12,chr14,54983027,WDHD1
ENSG00000233924.1,chr14,55005250,RPSAP13
ENSG00000180008.9,chr14,55038360,SOCS4
ENSG00000168175.15,chr14,55060920,MAPK1IP1L
ENSG00000131981.16,chr14,55134766,LGALS3
ENSG00000126787.13,chr14,55169860,DLGAP5
ENSG00000258050.2,chr14,55197870,AL139316.1
ENSG00000279392.1,chr14,55229449,AL158801.4
ENSG00000271180.1,chr14,55240851,COX5AP1
ENSG00000258413.2,chr14,55267148,AL158801.2
ENSG00000239686.1,chr14,55282470,AL158801.1
ENSG00000278818.1,chr14,55285392,Metazoa_SRP
ENSG00000258469.1,chr14,55298938,CHMP4BP1
ENSG00000178974.11,chr14,55320698,FBXO34
ENSG00000258455.1,chr14,55332668,AL158801.3
ENSG00000126775.9,chr14,55389110,ATG14
ENSG00000259318.1,chr14,55395086,HMGN1P1
ENSG00000239199.1,chr14,55413808,RPL21P6
ENSG00000182521.5,chr14,55435134,TBPL2
ENSG00000186615.11,chr14,55538837,KTN1-AS1
ENSG00000213641.4,chr14,55543785,RPL7AP4
ENSG00000271484.1,chr14,55547398,ABI1P1
ENSG00000126777.18,chr14,55630299,KTN1
ENSG00000200742.1,chr14,55651584,Y_RNA
ENSG00000258784.1,chr14,55760706,AL355773.1
ENSG00000177350.6,chr14,55766947,RPL13AP3
ENSG00000258791.9,chr14,55788932,LINC00520
ENSG00000259868.3,chr14,55929706,AL163952.1
ENSG00000277763.1,chr14,56117653,AL138995.1
ENSG00000139946.10,chr14,56209669,PELI2
ENSG00000275569.1,chr14,56306116,AL355073.2
ENSG00000259483.1,chr14,56307126,AL355073.1
ENSG00000259719.6,chr14,56368956,LINC02284
ENSG00000258803.1,chr14,56532820,AL355103.1
ENSG00000070269.14,chr14,56569480,TMEM260
ENSG00000258428.5,chr14,56640951,AL161757.2
ENSG00000242995.1,chr14,56683581,AL161757.1
ENSG00000259133.5,chr14,56689750,AL161757.5
ENSG00000258703.1,chr14,56762568,AL161757.3
ENSG00000165588.18,chr14,56808299,OTX2
ENSG00000243801.3,chr14,56824516,RN7SL461P
ENSG00000200818.1,chr14,56825039,RNU6-1204P
ENSG00000258776.1,chr14,56855640,AL161757.4
ENSG00000243388.1,chr14,56979015,RPL3P3
ENSG00000248550.4,chr14,56982680,OTX2-AS1
ENSG00000286257.2,chr14,57005862,AL137100.3
ENSG00000258758.1,chr14,57041694,AL137100.1
ENSG00000259136.1,chr14,57044803,AL137100.2
ENSG00000258592.1,chr14,57089460,AL391152.1
ENSG00000070367.16,chr14,57234706,EXOC5
ENSG00000053770.12,chr14,57283833,AP5M1
ENSG00000286355.1,chr14,57339964,AL355834.2
ENSG00000259008.1,chr14,57357428,AL355834.1
ENSG00000139977.14,chr14,57403225,NAA30
ENSG00000100557.10,chr14,57481584,CCDC198
ENSG00000259039.3,chr14,57589406,AL161804.1
ENSG00000258856.2,chr14,57630502,AL136520.1
ENSG00000151812.15,chr14,57773057,SLC35F4
ENSG00000252837.1,chr14,57837507,RN7SKP99
ENSG00000259969.1,chr14,57994035,AL049838.1
ENSG00000258836.2,chr14,58101280,AL121579.2
ENSG00000243023.2,chr14,58141470,UBA52P3
